id,nazev,cena_kc,lokalita,lat,lon,plocha_m2,zdroj,skola_m,park_m,mhd_m,lekarna_m,supermarket_m,dispozice_skore,mesto,velke_mesto,mhd_dostupnost,cenove_pasmo
2867602252,Pronájem bytu 2+1 68 m²,18000,"Holická, Olomouc - Hodolany",49.580952,17.280146,68.0,sreality,1111.9,1604.3,94.2,641.5,752.1,3,Olomouc,0,0.094,2
3421578060,Pronájem bytu 1+1 34 m²,16700,"Pražského, Praha 5 - Hlubočepy",50.036606,14.383417,34.0,sreality,1181.6,194.4,39.0,505.3,277.7,2,Praha 5,1,0.039,2
596652876,Pronájem bytu 3+kk 52 m²,29000,"Albertova, Hradec Králové - Pražské Předměstí",50.20911,15.815722,52.0,sreality,541.8,283.8,206.6,288.6,263.7,4,Hradec Králové,0,0.207,3
3532665676,Pronájem bytu 3+kk 55 m²,19900,"Albertova, Hradec Králové - Pražské Předměstí",50.20911,15.815722,55.0,sreality,541.8,283.8,206.6,288.6,263.7,4,Hradec Králové,0,0.207,2
1372664652,Pronájem bytu 1+1 43 m²,16800,"Ruská, Praha 10 - Vršovice",50.073318,14.467892,43.0,sreality,189.4,180.7,153.1,358.7,226.8,2,Praha 10,1,0.153,2
2089206604,Pronájem bytu 4+kk 131 m²,44900,"Nad Babím dolem, Měšice",50.205566,14.524298,131.0,sreality,1019.0,547.5,283.6,2522.9,1042.8,5,Měšice,0,0.284,3
214295372,Pronájem bytu 2+1 60 m²,15000,"třída Tomáše Bati, Zlín",49.221386,17.65119,60.0,sreality,979.6,316.7,108.3,237.3,232.9,3,Zlín,0,0.108,1
765674316,Pronájem bytu 1+1 36 m²,12500,"Vnitřní, Liberec - Liberec XXX-Vratislavice nad Nisou",50.744686,15.093926,36.0,sreality,2739.7,200.1,151.8,468.0,1857.8,2,Liberec,0,0.152,1
238179148,Pronájem bytu 3+1 142 m²,73000,"Břehová, Praha 1 - Josefov",50.090855,14.417615,142.0,sreality,454.7,549.6,60.7,375.1,28.9,4,Praha 1,1,0.061,3
4070785868,Pronájem bytu 3+kk 72 m²,27000,"Kurzova, Praha 5 - Stodůlky",50.039001,14.340729,72.0,sreality,415.8,34.4,146.3,368.4,108.9,4,Praha 5,1,0.146,3
1272083276,Pronájem bytu 3+1 58 m²,13000,"Štramberská, Příbor",49.632977,18.138935,58.0,sreality,882.4,2949.0,369.6,801.3,59.6,4,Příbor,0,0.37,1
3568943948,Pronájem  pokoje 50 m²,11000,"Habrmanova, Hradec Králové - Pražské Předměstí",50.209755,15.812258,50.0,sreality,798.2,165.4,12.0,313.6,331.0,3,Hradec Králové,0,0.012,1
2214150988,Pronájem bytu 1+kk 26 m²,16990,"Trnitá, Brno - Trnitá",49.186646,16.61429,26.0,sreality,501.4,755.6,86.0,50.3,13.8,2,Brno,1,0.086,2
2678416204,Pronájem bytu 1+kk 37 m²,19500,"Olšanská, Praha 3 - Žižkov",50.083523,14.464791,37.0,sreality,719.0,698.1,20.4,215.5,115.3,2,Praha 3,1,0.02,2
1164137292,Pronájem bytu 2+kk 68 m² (Jednopodlažní),24990,"Grafická, Praha 5 - Smíchov",50.073006,14.393512,68.0,sreality,368.7,528.4,84.3,320.5,21.1,3,Praha 5,1,0.084,3
3642848076,Pronájem bytu 4+1 140 m²,65000,"U Havlíčkových sadů, Praha 2 - Vinohrady",50.070312,14.443124,140.0,sreality,218.7,453.9,335.8,554.3,107.3,5,Praha 2,1,0.336,3
2208514892,Pronájem bytu 2+kk 43 m² (Jednopodlažní),12500,"Stromořadní, Břeclav",48.757267,16.89432,43.0,sreality,696.4,300.6,228.5,313.4,350.6,3,Břeclav,0,0.228,1
547570508,Pronájem bytu 2+kk 56 m² (Jednopodlažní),30000,"Waltariho, Praha 9 - Hloubětín",50.107666,14.524482,56.0,sreality,836.9,481.0,276.4,928.0,521.1,3,Praha 9,1,0.276,3
1889747788,Pronájem bytu 2+kk 65 m²,38000,"Vrtbova, Praha 4 - Nusle",50.065651,14.437565,65.0,sreality,313.9,396.4,113.7,320.5,73.1,3,Praha 4,1,0.114,3
1357402956,Pronájem bytu 2+kk 62 m²,29500,"Jana Želivského, Praha 3 - Žižkov",50.086334,14.470454,62.0,sreality,903.6,321.0,79.9,312.8,128.6,3,Praha 3,1,0.08,3
2075071308,Pronájem bytu 3+kk 66 m²,29500,"Freyova, Praha - Vysočany",50.105564,14.502656,66.0,sreality,747.3,392.9,394.6,555.9,282.3,4,Praha,1,0.395,3
1446204236,Pronájem bytu 1+kk 30 m² (Podkrovní),16000,"Nad drahou, Praha 5 - Velká Chuchle",50.013214,14.387992,30.0,sreality,396.3,158.8,211.5,1125.7,282.3,2,Praha 5,1,0.212,2
3603825484,Pronájem bytu 2+kk 43 m²,12000,"Družstevní, Příbram - Příbram V-Zdaboř",49.674026,13.986218,43.0,sreality,997.2,407.1,165.7,397.6,149.7,3,Příbram,0,0.166,1
3248702284,Pronájem bytu 3+1 77 m²,14600,"Bruzovská, Frýdek-Místek - Frýdek",49.687531,18.353561,77.0,sreality,603.7,392.5,221.5,364.0,320.7,4,Frýdek-Místek,0,0.222,1
3169665868,Pronájem bytu 3+1 76 m²,25000,"Bellova, Brno - Kohoutovice",49.193249,16.527901,76.0,sreality,1009.3,285.3,227.3,593.3,411.6,4,Brno,1,0.227,3
2800833356,Pronájem bytu 2+kk 65 m²,19000,"Kroměříž, okres Kroměříž",49.269218,17.409916,65.0,sreality,2840.5,2660.6,971.2,2309.4,3152.8,3,okres Kroměříž,0,0.971,2
1721975628,Pronájem bytu 5+1 105 m²,22000,"kpt. Nálepky, Pardubice - Zelené Předměstí",50.02076,15.759661,105.0,sreality,153.1,246.3,93.0,407.3,413.9,5,Pardubice,0,0.093,2
1059279692,Pronájem bytu 2+1 72 m²,18000,"Štursova, Kroměříž",49.293655,17.401533,72.0,sreality,180.6,289.7,268.0,159.9,403.8,3,Kroměříž,0,0.268,2
2258846540,Pronájem bytu 1+kk 28 m²,14500,"Sdružení, Praha 4 - Nusle",50.056885,14.445224,28.0,sreality,611.1,288.2,160.2,499.7,14.5,2,Praha 4,1,0.16,1
1772245836,Pronájem bytu 2+kk 47 m²,23900,"V Jirchářích, Praha 1 - Nové Město",50.080109,14.416191,47.0,sreality,51.1,308.1,170.2,172.0,87.3,3,Praha 1,1,0.17,3
421876556,Pronájem bytu 3+kk 60 m²,26500,Praha 9 - Hloubětín,50.10532,14.540325,60.0,sreality,330.3,373.9,131.3,213.9,155.4,4,Praha 9,1,0.131,3
3676459852,Pronájem bytu 1+kk 25 m²,15900,"Novovysočanská, Praha 9 - Libeň",50.099464,14.483107,25.0,sreality,747.3,740.7,109.0,730.4,252.7,2,Praha 9,1,0.109,2
1279869772,Pronájem bytu 1+kk 43 m²,21900,"Starokošířská, Praha 5 - Košíře",50.07114,14.386234,43.0,sreality,471.9,560.2,60.4,240.6,104.9,2,Praha 5,1,0.06,2
306791244,Pronájem bytu 2+kk 35 m²,15900,"Hostavická, Praha 9 - Hloubětín",50.100239,14.536604,35.0,sreality,281.7,848.9,320.3,573.2,585.3,3,Praha 9,1,0.32,2
2311922252,Pronájem bytu 2+kk 77 m²,57000,"U milosrdných, Praha 1 - Staré Město",50.091957,14.422743,77.0,sreality,295.3,184.6,128.4,109.3,142.7,3,Praha 1,1,0.128,3
3037156172,Pronájem bytu 2+kk 61 m²,29000,"Žižkovo náměstí, Praha 3 - Žižkov",50.080658,14.455686,61.0,sreality,487.9,108.7,237.9,238.2,123.3,3,Praha 3,1,0.238,3
2270458700,Pronájem bytu 3+kk 103 m²,57300,"U Lihovaru, Praha 5 - Smíchov",50.053452,14.409716,103.0,sreality,25.9,943.7,224.1,924.5,621.7,4,Praha 5,1,0.224,3
1539851084,Pronájem bytu 1+1 32 m²,17990,"Bínova, Praha 8 - Střížkov",50.129917,14.481781,32.0,sreality,214.9,471.7,71.3,220.3,26.6,2,Praha 8,1,0.071,2
3175306060,Pronájem bytu 3+kk 71 m²,31000,"Na Petřinách, Praha 6 - Břevnov",50.091061,14.356461,71.0,sreality,839.5,606.6,159.9,171.7,352.3,4,Praha 6,1,0.16,3
2865853260,Pronájem bytu 4+kk 120 m²,60000,"Hradešínská, Praha 10 - Vinohrady",50.073521,14.454468,120.0,sreality,142.6,714.5,181.5,258.0,182.8,5,Praha 10,1,0.182,3
1667220300,Pronájem bytu 2+1 60 m²,27000,"Za Hládkovem, Praha 6 - Střešovice",50.089367,14.384187,60.0,sreality,94.2,327.0,134.5,863.0,351.4,3,Praha 6,1,0.134,3
2465841996,Pronájem bytu 4+kk 134 m²,79000,"Italská, Praha 2 - Vinohrady",50.080364,14.438171,134.0,sreality,137.0,458.1,33.5,60.6,411.6,5,Praha 2,1,0.034,3
2089968460,Pronájem bytu 5+kk 200 m²,85000,"Keplerova, Praha 1 - Hradčany",50.090237,14.388545,200.0,sreality,284.8,542.9,172.3,623.9,286.8,5,Praha 1,1,0.172,3
438170444,Pronájem bytu 1+kk 27 m²,27000,"Na Topolce, Praha 4 - Nusle",50.059231,14.425601,27.0,sreality,223.9,370.7,142.3,370.4,189.3,2,Praha 4,1,0.142,3
2262618956,Pronájem bytu 4+kk 135 m²,65000,"Senovážné náměstí, Praha 1 - Nové Město",50.086063,14.432594,135.0,sreality,209.9,803.3,119.7,227.3,136.6,5,Praha 1,1,0.12,3
991777356,Pronájem bytu 3+1 117 m²,85000,"Jungmannova, Praha 1 - Nové Město",50.081059,14.422421,117.0,sreality,361.3,593.7,133.3,56.0,64.5,4,Praha 1,1,0.133,3
1040982860,Pronájem bytu 2+kk 60 m²,49697,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady",50.078499,14.450197,60.0,sreality,199.3,494.2,95.0,170.5,111.1,3,Praha 3,1,0.095,3
1266746188,Pronájem bytu 4+1 282 m²,97780,"Ibsenova, Praha 2 - Vinohrady",50.076439,14.436753,282.0,sreality,320.7,467.1,100.1,253.1,74.9,5,Praha 2,1,0.1,3
3431097164,Pronájem bytu 4+kk 144 m²,52000,"Na Poříčí, Praha 1 - Nové Město",50.089748,14.433444,144.0,sreality,342.9,617.7,146.7,62.9,50.2,5,Praha 1,1,0.147,3
917377868,Pronájem bytu 4+kk 118 m²,69000,"Švédská, Praha 5 - Smíchov",50.074902,14.393913,118.0,sreality,332.4,459.7,110.2,472.5,157.2,5,Praha 5,1,0.11,3
1918632780,Pronájem bytu 4+kk 211 m²,132003,"Holečkova, Praha 5 - Smíchov",50.073959,14.394572,211.0,sreality,394.1,423.6,46.0,439.2,135.4,5,Praha 5,1,0.046,3
3138540364,Pronájem bytu 1+kk 31 m²,20000,"Ondříčkova, Praha 3 - Žižkov",50.080555,14.452493,31.0,sreality,465.1,310.5,316.7,347.6,95.3,2,Praha 3,1,0.317,2
3302466380,Pronájem bytu 2+kk 52 m²,35000,"Sokolovská, Praha 8 - Karlín",50.099281,14.468884,52.0,sreality,924.5,764.6,311.6,353.1,312.7,3,Praha 8,1,0.312,3
1765622604,Pronájem bytu atypické 108 m²,42000,"Odborů, Praha 2 - Nové Město",50.077599,14.418646,108.0,sreality,149.4,412.6,47.0,207.4,9.9,3,Praha 2,1,0.047,3
4243653452,Pronájem bytu 2+1 76 m²,42000,"Martinská, Praha 1 - Staré Město",50.083118,14.419577,76.0,sreality,123.7,685.7,161.6,50.9,102.8,3,Praha 1,1,0.162,3
1546126156,Pronájem bytu atypické 96 m²,44000,"Odborů, Praha 2 - Nové Město",50.077599,14.418646,96.0,sreality,149.4,412.6,47.0,207.4,9.9,3,Praha 2,1,0.047,3
3173733196,Pronájem bytu 3+1 142 m²,73000,"Břehová, Praha 1 - Josefov",50.090656,14.417781,142.0,sreality,440.8,541.4,81.5,378.9,53.4,4,Praha 1,1,0.082,3
1823195980,Pronájem bytu 3+1 92 m²,34000,"Na Poříčí, Praha 1 - Nové Město",50.089748,14.433444,92.0,sreality,342.9,617.7,146.7,62.9,50.2,4,Praha 1,1,0.147,3
1506898764,Pronájem bytu 4+kk 192 m²,90000,"Jaselská, Praha 6 - Bubeneč",50.099117,14.403586,192.0,sreality,183.4,522.1,153.3,127.8,59.7,5,Praha 6,1,0.153,3
928338764,Pronájem bytu 2+1 73 m²,39000,"Vlašská, Praha 1 - Malá Strana",50.087029,14.397043,73.0,sreality,359.1,506.3,52.5,94.1,173.4,3,Praha 1,1,0.052,3
4255847244,Pronájem bytu 2+1 49 m²,22500,"Sadská, Praha 9 - Hloubětín",50.107838,14.533845,49.0,sreality,220.4,218.6,186.1,277.0,302.4,3,Praha 9,1,0.186,2
731009868,Pronájem bytu 2+kk 62 m²,26000,"Jeseniova, Praha 3 - Žižkov",50.089817,14.476688,62.0,sreality,367.6,278.0,199.6,276.7,194.8,3,Praha 3,1,0.2,3
1746760524,Pronájem bytu 3+1 160 m²,80000,"Dušní, Praha 1 - Staré Město",50.091324,14.420363,160.0,sreality,343.5,349.1,143.1,197.2,218.7,4,Praha 1,1,0.143,3
1705198412,Pronájem bytu 1+1 36 m²,8000,"Nálepkova, Děčín - Děčín IX-Bynov",50.781933,14.139147,36.0,sreality,669.6,2682.8,252.6,1219.0,2576.9,2,Děčín,0,0.253,1
3047375692,Pronájem bytu 2+1 46 m²,15800,"Lobezská, Plzeň - Východní Předměstí",49.740387,13.398475,46.0,sreality,800.1,307.4,281.8,708.1,430.1,3,Plzeň,0,0.282,2
2790802252,Pronájem bytu 2+kk 44 m²,19490,"Cílkova, Praha 4 - Kamýk",50.015659,14.443577,44.0,sreality,1429.2,260.0,87.0,208.6,184.3,3,Praha 4,1,0.087,2
1590448972,Pronájem bytu 2+1 60 m²,12900,"Ženíškova, Ostrava - Moravská Ostrava",49.843204,18.286524,60.0,sreality,235.2,1321.7,214.8,171.9,129.7,3,Ostrava,1,0.215,1
718488396,Pronájem bytu 1+kk 38 m²,14500,"Nedašovská, Praha 5 - Zličín",50.059738,14.287533,38.0,sreality,1656.7,245.2,275.5,718.7,228.4,2,Praha 5,1,0.276,1
2867155788,Pronájem bytu 4+kk 77 m² (Jednopodlažní),22500,"Jezdecká, Jablonec nad Nisou - Rýnovice",50.733929,15.153432,77.0,sreality,871.4,950.1,280.8,528.5,553.6,5,Jablonec nad Nisou,0,0.281,2
2060665676,Pronájem bytu 2+1 55 m²,6800,"Komenského, Chuchelná",49.988728,18.119457,55.0,sreality,2620.9,4950.0,109.1,4963.3,2612.0,3,Chuchelná,0,0.109,1
1800946508,Pronájem bytu 1+kk 29 m²,14000,"Českobrodská, Praha",50.087353,14.568163,29.0,sreality,2060.1,500.9,129.7,441.4,978.5,2,Praha,1,0.13,1
1540571980,Pronájem bytu 2+1 65 m² (Jednopodlažní),21000,"Nad Šárkou, Praha 6 - Dejvice",50.104599,14.369532,65.0,sreality,860.2,656.9,253.4,194.4,732.3,3,Praha 6,1,0.253,2
4057408332,Pronájem bytu 2+kk 44 m² (Jednopodlažní),19000,"Pod Zvonařkou, Praha 2 - Vinohrady",50.068859,14.435049,44.0,sreality,183.1,418.9,68.1,569.1,53.0,3,Praha 2,1,0.068,2
4224926540,Pronájem bytu 1+kk 27 m² (Jednopodlažní),15000,"Žerotínova, Praha 3 - Žižkov",50.088554,14.4665,27.0,sreality,933.2,339.3,160.7,186.7,51.3,2,Praha 3,1,0.161,1
1313624908,Pronájem bytu 1+1 34 m²,11900,"Palackého třída, Brno - Královo Pole",49.220566,16.596743,34.0,sreality,226.2,123.0,31.9,235.0,47.6,2,Brno,1,0.032,1
2352694092,Pronájem bytu 4+kk 125 m²,44000,"Čápkova, Brno - Veveří",49.201859,16.594349,125.0,sreality,111.8,541.0,166.2,288.0,68.5,5,Brno,1,0.166,3
1878348620,Pronájem bytu 2+kk 51 m²,28500,"Bratislavská, Brno - Zábrdovice",49.199638,16.620007,51.0,sreality,270.4,194.2,153.7,390.9,68.3,3,Brno,1,0.154,3
3100853068,Pronájem bytu 2+kk 50 m²,18000,"Lounských, Praha 4 - Nusle",50.059719,14.431926,50.0,sreality,246.7,536.0,113.4,135.2,45.9,3,Praha 4,1,0.113,2
2693223244,Pronájem bytu 1+kk 24 m²,12000,"Rajhradská, Brno - Horní Heršpice",49.161709,16.600336,24.0,sreality,987.1,756.1,81.2,631.9,666.3,2,Brno,1,0.081,1
2580759372,Pronájem bytu 2+kk 57 m²,13500,"Jaselská, Přerov - Přerov I-Město",49.449566,17.451305,57.0,sreality,188.6,3420.0,235.0,131.4,413.7,3,Přerov,0,0.235,1
1590903628,Pronájem bytu 2+kk 44 m²,14500,"Holečkova, České Budějovice - České Budějovice 3",48.980122,14.469505,44.0,sreality,155.6,282.7,189.7,54.6,205.6,3,České Budějovice,0,0.19,1
2933080908,Pronájem bytu 2+1 54 m²,23500,"Senohrabská, Praha 4 - Záběhlice",50.044338,14.489919,54.0,sreality,1506.6,856.2,149.0,196.3,139.8,3,Praha 4,1,0.149,3
3469951820,Pronájem bytu 3+1 75 m²,16000,"Mohelnická, Uničov",49.773968,17.109426,75.0,sreality,504.9,278.6,384.0,549.3,226.3,4,Uničov,0,0.384,2
1876116300,Pronájem bytu 2+1 59 m²,25000,"Libošovická, Praha 9 - Horní Počernice",50.11145,14.601167,59.0,sreality,753.9,1202.2,116.4,77.6,178.2,3,Praha 9,1,0.116,3
2508800844,Pronájem bytu 1+kk 52 m²,19500,"U Homolky, Praha 5 - Motol",50.072296,14.348467,52.0,sreality,757.9,1030.0,117.3,298.9,140.9,2,Praha 5,1,0.117,2
712008524,Pronájem bytu 1+kk 32 m²,22000,"Poděbradská, Praha",50.10413,14.528247,32.0,sreality,608.2,744.8,111.0,662.1,568.2,2,Praha,1,0.111,2
1179018060,Pronájem bytu 1+kk 33 m²,21500,"Poděbradská, Praha 9 - Hloubětín",50.103474,14.523462,33.0,sreality,735.2,685.1,91.3,1011.1,229.2,2,Praha 9,1,0.091,2
2041930572,Pronájem bytu 1+kk 33 m²,21500,"Kurta Konráda, Praha - Libeň",50.104847,14.488154,33.0,sreality,252.1,184.2,141.5,147.4,112.2,2,Praha,1,0.142,2
849892172,Pronájem bytu 1+kk 32 m²,19500,"Mantovská, Praha 10 - Horní Měcholupy",50.041946,14.56945,32.0,sreality,420.4,854.3,176.5,245.1,264.7,2,Praha 10,1,0.176,2
2160673612,Pronájem bytu 2+kk 55 m²,25500,"Moravcových, Praha 9 - Vysočany",50.112,14.514848,55.0,sreality,775.7,304.3,144.9,1008.2,179.9,3,Praha 9,1,0.145,3
683557708,Pronájem bytu 2+kk 61 m²,25500,"Archangelská, Praha 10 - Vršovice",50.06897,14.464743,61.0,sreality,97.8,231.0,79.7,342.3,261.9,3,Praha 10,1,0.08,3
2094220108,Pronájem bytu 2+1 46 m²,17000,"Mezimostí, Svitávka",49.505032,16.594492,46.0,sreality,1677.4,4327.9,231.3,3677.0,294.6,3,Svitávka,0,0.231,2
1288913740,Pronájem bytu 1+kk 22 m²,10000,"Karlštejnská, Černošice",49.956299,14.311431,22.0,sreality,618.3,1855.9,13.1,725.8,739.3,2,Černošice,0,0.013,1
2026722124,Pronájem bytu 4+kk 80 m²,27490,"V Štíhlách, Praha 4 - Krč",50.075539,14.4378,80.0,sreality,203.3,364.1,42.6,218.5,31.7,5,Praha 4,1,0.043,3
3973268300,Pronájem bytu 2+kk 44 m²,11500,"Vsetínská, Valašské Meziříčí",49.460876,17.974569,44.0,sreality,586.7,956.7,274.6,244.8,427.7,3,Valašské Meziříčí,0,0.275,1
1574126412,Pronájem bytu 2+kk 44 m²,17000,"Tomáškova, Praha 5 - Smíchov",50.072075,14.395666,44.0,sreality,333.9,453.1,168.4,443.9,21.1,3,Praha 5,1,0.168,2
2931577676,Pronájem bytu 3+1 70 m²,15000,"Edvarda Beneše, Opava - Kateřinky",49.943489,17.915436,70.0,sreality,911.2,307.4,59.7,882.9,128.9,4,Opava,0,0.06,1
3468448588,Pronájem bytu 1+kk 37 m²,19000,"Stočesova, Praha 6 - Ruzyně",50.090733,14.297155,37.0,sreality,2153.0,440.1,304.2,546.2,568.4,2,Praha 6,1,0.304,2
2600235852,Pronájem bytu 1+kk 29 m² (Jednopodlažní),18500,"Roháčova, Praha 3 - Žižkov",50.086742,14.453358,29.0,sreality,216.9,512.5,84.5,253.0,68.3,2,Praha 3,1,0.084,2
2578801484,Pronájem bytu 3+kk 85 m²,25000,"Červená Skála, Husinec",50.174999,14.3683,85.0,sreality,1284.6,1249.9,242.6,2071.6,531.4,4,Husinec,0,0.243,3
895419212,Pronájem bytu 2+1 85 m²,35000,"U lužického semináře, Praha 1 - Malá Strana",50.08733,14.408232,85.0,sreality,294.1,240.5,263.3,455.8,43.5,3,Praha 1,1,0.263,3
1152648012,Pronájem bytu 3+kk 140 m²,35000,"Staropramenná, Praha - Smíchov",50.071053,14.407114,140.0,sreality,585.8,639.2,149.0,236.0,70.5,4,Praha,1,0.149,3
4002349900,Pronájem bytu 2+kk 61 m²,23800,"Komořanská, Praha",49.987232,14.407671,61.0,sreality,1554.0,1464.2,225.4,1642.3,337.3,3,Praha,1,0.225,3
2092716876,Pronájem bytu 2+kk 61 m²,13000,"Palackého, Opava - Předměstí",49.936211,17.88978,61.0,sreality,1097.0,857.4,136.7,430.6,243.9,3,Opava,0,0.137,1
4256977740,Pronájem bytu 2+kk 49 m² (Jednopodlažní),15000,"Podkopanický mlýn, Chrudim - Chrudim II",49.946575,15.798883,49.0,sreality,458.5,811.7,170.1,627.2,362.1,3,Chrudim,0,0.17,1
3451671372,Pronájem bytu 2+kk 65 m²,25000,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",50.17226,14.648443,65.0,sreality,2417.6,1544.1,226.7,1278.6,1390.2,3,Brandýs nad Labem-Stará Boleslav,0,0.227,3
153318220,Pronájem bytu 2+kk 58 m²,23900,"Lidická, Brno - Veveří",49.205418,16.605408,58.0,sreality,267.4,322.5,225.6,236.6,142.0,3,Brno,1,0.226,3
1156645708,Pronájem bytu 2+kk 51 m²,21000,"Auerswaldova, Brno - Zábrdovice",49.20388,16.626179,51.0,sreality,94.1,193.0,70.6,142.3,82.4,3,Brno,1,0.071,2
12284748,Pronájem bytu 1+kk 24 m²,15900,"Dornych, Brno - Trnitá",49.184513,16.623096,24.0,sreality,544.3,78.4,269.3,499.0,500.1,2,Brno,1,0.269,2
2765648716,Pronájem bytu 1+kk 24 m²,16500,"Dornych, Brno - Trnitá",49.184513,16.623096,24.0,sreality,544.3,78.4,269.3,499.0,500.1,2,Brno,1,0.269,2
1995924300,Pronájem bytu 2+1 78 m²,23500,"Bayerova, Brno - Veveří",49.207706,16.601711,78.0,sreality,46.7,272.3,132.9,161.5,115.9,3,Brno,1,0.133,3
2289718092,Pronájem bytu 2+kk 45 m²,18900,"Veveří, Brno - Veveří",49.19519,16.599689,45.0,sreality,192.5,214.2,114.2,190.4,384.1,3,Brno,1,0.114,2
2864923468,Pronájem bytu 1+kk 24 m²,8500,"Šumavská, Strakonice - Přední Ptákovice",49.249737,13.914381,24.0,sreality,955.1,749.6,157.8,785.6,759.2,2,Strakonice,0,0.158,1
4207100748,Pronájem bytu 4+1 78 m² (Mezonet),25900,"V Štíhlách, Praha 4 - Krč",50.020775,14.454584,78.0,sreality,1706.9,593.5,195.0,104.6,644.2,5,Praha 4,1,0.195,3
2412593996,Pronájem bytu 3+kk 94 m²,48000,"Vinohradská, Praha 2 - Vinohrady",50.077198,14.446738,94.0,sreality,89.8,607.3,129.5,144.0,179.3,4,Praha 2,1,0.13,3
4277101388,Pronájem bytu 2+kk 68 m² (Mezonet),23500,"Zenklova, Praha 8 - Libeň",50.109741,14.472299,68.0,sreality,228.5,158.0,119.1,518.1,134.3,3,Praha 8,1,0.119,3
4221846092,Pronájem bytu 6 pokojů a více 270 m²,98000,"Slunná, Praha 6 - Střešovice",50.097836,14.385439,270.0,sreality,144.9,285.2,220.4,458.7,343.5,3,Praha 6,1,0.22,3
2026062668,Pronájem bytu 3+kk 45 m²,15000,"Rybářská, Brno - Staré Brno",49.187721,16.58956,45.0,sreality,255.1,173.7,105.5,429.2,336.7,4,Brno,1,0.106,1
1220756300,Pronájem bytu 1+kk 32 m² (Jednopodlažní),12000,"třída Edvarda Beneše, Hradec Králové",50.19334,15.84049,32.0,sreality,354.8,283.1,81.8,161.1,93.5,2,Hradec Králové,0,0.082,1
3851379532,Pronájem bytu 6 pokojů a více 300 m²,98000,"Slunná, Praha 6 - Střešovice",50.097836,14.385439,300.0,sreality,144.9,285.2,220.4,458.7,343.5,3,Praha 6,1,0.22,3
1765503820,Pronájem bytu 2+kk 59 m²,30000,"Sokolova, Praha 8 - Karlín",50.098206,14.461009,59.0,sreality,1308.3,788.7,204.5,605.4,331.8,3,Praha 8,1,0.204,3
2194277196,Pronájem bytu 3+kk 100 m²,44000,"Odborů, Praha 2 - Nové Město",50.077534,14.418846,100.0,sreality,160.3,428.0,51.0,191.5,20.5,4,Praha 2,1,0.051,3
3846001484,Pronájem bytu 2+kk 43 m²,17900,"Bystřická, Praha 4 - Krč",50.048267,14.442061,43.0,sreality,328.2,331.2,100.3,362.5,74.4,3,Praha 4,1,0.1,2
2146190156,Pronájem bytu 1+1 35 m²,11000,"Na Celchu, Plzeň - Lobzy",49.733131,13.408108,35.0,sreality,651.1,231.2,114.4,515.8,264.8,2,Plzeň,0,0.114,1
3026063948,Pronájem bytu 2+kk 37 m² (Jednopodlažní),19860,"U Pergamenky, Praha 7 - Holešovice",50.108143,14.451658,37.0,sreality,152.5,454.3,148.8,376.5,166.6,3,Praha 7,1,0.149,2
163791692,Pronájem bytu 2+kk 73 m²,26000,"Podohradská, Praha 5 - Stodůlky",50.043102,14.339528,73.0,sreality,379.8,284.3,179.3,574.7,226.8,3,Praha 5,1,0.179,3
1505968972,Pronájem bytu 3+1 87 m²,18490,"Hlavní třída, Mariánské Lázně",49.964729,12.701279,87.0,sreality,4000.8,177.0,80.6,111.9,32.4,4,Mariánské Lázně,0,0.081,2
3385017164,Pronájem bytu 2+1 69 m²,25000,"Veleslavínská, Praha 6 - Veleslavín",50.09214,14.351146,69.0,sreality,656.2,303.3,265.8,440.1,227.7,3,Praha 6,1,0.266,3
1732002636,Pronájem bytu 2+kk 45 m²,15000,"Za Vokovickou vozovnou, Praha 6 - Liboc",50.091263,14.328588,45.0,sreality,481.6,222.8,205.6,1152.1,124.9,3,Praha 6,1,0.206,1
3879236428,Pronájem bytu 1+kk 37 m²,14500,"Sadová, Zlín",49.224461,17.667465,37.0,sreality,221.2,1542.0,109.2,103.9,250.3,2,Zlín,0,0.109,1
2395161420,Pronájem bytu 1+1 41 m²,11000,"Liškova, Litoměřice - Předměstí",50.538895,14.113705,41.0,sreality,981.7,506.3,378.1,871.8,522.3,2,Litoměřice,0,0.378,1
801325900,Pronájem bytu 2+1 57 m² (Podkrovní),20900,"Osvoboz. pol. vězňů, Kladno",50.144745,14.100186,57.0,sreality,191.8,1166.4,241.7,75.7,25.1,3,Kladno,0,0.242,2
1338196812,Pronájem bytu 2+1 61 m²,17000,"Ústí nad Labem - Ústí nad Labem-Severní Terasa, okres Ústí nad Labem",50.680542,14.030091,61.0,sreality,268.4,1359.7,298.8,526.3,280.4,3,okres Ústí nad Labem,0,0.299,2
1019429708,Pronájem bytu 1+kk 32 m²,17500,"Prušánecká, Praha 5 - Zličín",50.057419,14.281281,32.0,sreality,2088.1,593.7,220.5,569.9,96.3,2,Praha 5,1,0.22,2
214123340,Pronájem bytu 1+kk 36 m²,14900,"Pod plynojemem, Praha 8 - Libeň",50.098141,14.473638,36.0,sreality,627.1,462.4,328.9,609.5,452.9,2,Praha 8,1,0.329,1
